Method,Power,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
Importance Sampling (Submatrix Method),1.5,2000,47042.45,6.854293167591095,3279136947.8275003,0.02918248025756664,"1716346.0, 1574041.0, 1593747.0, 1620508.0, 1649971.0, 1556750.0, 1590960.0, 1588744.0, 1643392.0, 1658329.0, 1531698.0, 1643754.0, 1745199.0, 1654919.0, 1580795.0, 1567980.0, 1611453.0, 1522414.0, 1641583.0, 1538590.0"
Importance Sampling (Submatrix Method),1.5,3000,30057.2,9.750151467323303,1413961321.26,0.018645790038523336,"1530352.0, 1594485.0, 1681052.0, 1588126.0, 1596651.0, 1543422.0, 1666894.0, 1615356.0, 1591058.0, 1599134.0, 1582726.0, 1578119.0, 1582302.0, 1600832.0, 1620956.0, 1612295.0, 1625762.0, 1593075.0, 1680955.0, 1593904.0"
Importance Sampling (Submatrix Method),1.5,4000,34804.7,11.175673305988312,1880033621.44,0.0215908710243733,"1723148.0, 1571748.0, 1605618.0, 1622939.0, 1558251.0, 1609697.0, 1565934.0, 1627386.0, 1621440.0, 1599921.0, 1546037.0, 1669758.0, 1586612.0, 1625641.0, 1560594.0, 1633615.0, 1673586.0, 1592932.0, 1571413.0, 1580702.0"
Importance Sampling (Submatrix Method),1.974245170451723,5,1624792.3,0.005296683311462403,2908584303153.81,1.007929417311307,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2523955.0, 3741572.0, 0.0, 6757825.0, 0.0, 996634.0, 0.0, 0.0, 2231984.0, 1106976.0, 0.0, 0.0, 0.0, 0.0"
Importance Sampling (Submatrix Method),1.974245170451723,100,317027.0,0.12309808731079101,124294701634.48999,0.19666565343887446,"1974791.0, 1582601.0, 2357923.0, 1895584.0, 1078355.0, 1440834.0, 1125095.0, 1809254.0, 1399426.0, 1802554.0, 1199571.0, 1409497.0, 1076697.0, 1583267.0, 1494622.0, 1264340.0, 901498.0, 1240126.0, 1322910.0, 1723193.0"
Importance Sampling (Submatrix Method),1.974245170451723,500,140091.75,1.3216668963432312,14400657428.6875,0.0869050129961973,"1824049.0, 1393453.0, 1428258.0, 1684534.0, 1440692.0, 1520475.0, 1427703.0, 1711020.0, 1477817.0, 1564894.0, 1438908.0, 1546016.0, 1508687.0, 1364610.0, 1680422.0, 1575352.0, 1428161.0, 1481563.0, 1426694.0, 1419027.0"
Importance Sampling (Submatrix Method),1.974245170451723,1000,49538.55,2.7648736357688906,4336580178.0275,0.030730919783376033,"1596520.0, 1649925.0, 1511039.0, 1568574.0, 1456086.0, 1629158.0, 1726571.0, 1677438.0, 1615237.0, 1642944.0, 1579932.0, 1669368.0, 1560153.0, 1636133.0, 1574062.0, 1628601.0, 1648017.0, 1611249.0, 1466846.0, 1608160.0"
Importance Sampling (Submatrix Method),1.974245170451723,2000,48000.5,5.366603708267212,3334561259.71,0.029776800392057122,"1619466.0, 1565866.0, 1582519.0, 1577723.0, 1580353.0, 1541193.0, 1597634.0, 1578553.0, 1703247.0, 1683687.0, 1600402.0, 1591222.0, 1579949.0, 1654338.0, 1529827.0, 1556347.0, 1650240.0, 1604853.0, 1502627.0, 1742020.0"
Importance Sampling (Submatrix Method),1.974245170451723,3000,41735.3,8.08023235797882,2185314896.64,0.025890224006054553,"1571891.0, 1535128.0, 1512850.0, 1627026.0, 1577945.0, 1636668.0, 1551496.0, 1583738.0, 1613329.0, 1575195.0, 1589112.0, 1636017.0, 1685795.0, 1662512.0, 1599065.0, 1662374.0, 1570002.0, 1592842.0, 1547467.0, 1669676.0"
Importance Sampling (Submatrix Method),1.974245170451723,4000,29408.95,9.635288774967194,1487056291.7275,0.01824365233466294,"1585952.0, 1583322.0, 1610167.0, 1615553.0, 1622884.0, 1623972.0, 1610868.0, 1571557.0, 1705074.0, 1595587.0, 1612530.0, 1610281.0, 1625103.0, 1688165.0, 1564660.0, 1579473.0, 1558731.0, 1572678.0, 1656227.0, 1566093.0"
