Method,Standard Deviation,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
estimate_variance_reduction_method,100,3000,28752.84626906379,0.008110404014587402,1043354902.4522003,0.5953463282479666,"-7747.890316316266, 11482.801927364684, -4557.3035064942915, -11878.3498273801, 38160.17825356983, 41837.38173531765, 48373.66468262492, 36268.576596200335, 50978.41767248991, 85188.29910381207, 21933.10051021964, 46190.093762187236, -36303.10026071725, 19041.913779758157, 48044.213984071226, 29673.644355800105, 81728.40520859105, -32812.57851984445, 25814.4226746129, 50975.24386210743"
estimate_variance_reduction_method,100,4000,28555.40534249082,0.007606697082519531,1229702073.562023,0.5912581858226524,"-11153.787591245627, 65874.71488835617, 32405.671205756382, 56880.157229085766, -2679.951559730854, 56679.40390563949, 13339.634910251834, 10962.660770611285, 63555.13410969791, 54656.71503873466, 50600.84236827351, 20903.715604598594, 34857.66587694958, -45901.636907613145, 22138.234328573406, 69491.86901379761, -4334.899888965588, 113426.24964462344, 59393.946197610174, 51086.381203183475"
estimate_variance_reduction_method,500,5,835199.5973132558,0.007121729850769043,965133438247.8074,17.293349290070726,"-133467.7544444229, 1358413.0991422494, 796112.3214358225, 856100.8706938828, 1136799.2648474553, -1978277.3155501944, -1398352.269358611, 685524.5348494668, 1573590.0894381425, 38764.603081774294, -1014999.9432884292, -151448.82002594593, -293812.54005031, 87176.16720791764, -1110631.5496564212, 544990.2339054683, 862624.078802405, 1145961.980566007, 1517547.0407439694, 290110.6753397688"
estimate_variance_reduction_method,500,100,158615.95493116433,0.007640457153320313,40267585923.25404,3.2842462094410374,"15358.819032879494, 77632.67562542624, 99228.05388477926, -291915.89631953556, -216040.12643988384, 421909.27866503806, 312328.79730606434, 86055.34109384037, 208969.11875009592, 370293.18306665245, 556689.0966339629, -51297.373391659676, 148684.90477233718, -8.725594058288456, 56360.80593083039, 142659.53021263747, -62600.396058649865, 187198.99274086437, -70495.71332509784, 117085.907844752"
estimate_variance_reduction_method,500,500,73709.70248034937,0.007162845134735108,5773792775.410036,1.526207190664845,"-46589.70405747282, -33021.25608701388, 71684.33559864528, -40411.228924891075, -35944.88807276429, -70698.5584702971, -53037.65980019919, 18610.41161137231, -99540.24109613865, 11391.916613213032, -58166.96379449235, 122563.66959054647, 38894.388702974546, 81321.87290077856, 136958.5335209767, -138824.7406818798, 117107.20597028224, 61515.52558009633, -20136.26569974929, 65792.11668832293"
estimate_variance_reduction_method,500,1000,37189.211110888784,0.007852625846862794,1865732600.3931599,0.7700267332882389,"15010.100441503464, -56691.144395687385, 14071.847454638119, 57032.425533169946, 55065.85754595418, 86495.3363013545, 25089.156526437564, 61574.3416392974, 4239.363589095257, -63543.20627466705, -9393.484911713516, 43093.807067021255, -27400.83383860052, 33231.76344674646, 67491.56924118353, 95086.92930781306, -30791.636506210576, 47275.84251681946, 46405.216564571405, 24733.445671042955"
estimate_variance_reduction_method,500,2000,49098.674604495114,0.009371566772460937,2045340298.4452705,1.0166198982212837,"32041.667264226457, -12352.801002134152, -27416.221319692093, 11062.299475118472, -5947.964634161118, -30185.44435819639, -19518.34668874541, -30462.021324589965, -6370.511014846609, 47606.86234713799, 137604.28974011913, -52822.30247679317, 75730.14588080722, 9459.70104234248, 36752.73761142321, -29977.449638084876, 20633.691405954498, 64240.533301463154, -7263.729014865695, 60086.6908416065"
estimate_variance_reduction_method,500,3000,42961.700939205635,0.008439600467681885,2313084879.9575906,0.8895498786484521,"-32791.97987330237, -20036.672690946736, -19655.58638272574, 74976.10106974721, -58886.862775933965, 38286.46524166868, 19911.30185549193, -2030.8091552289115, 104259.89907652896, 38577.15724781024, 49626.19578421427, 18597.01751418955, 25212.882294913015, 66537.52970023504, -3738.9929829384587, 77207.3734591285, 83244.71487900971, -6186.7015512497555, 86865.46981518254, 120589.95374181413"
estimate_variance_reduction_method,500,4000,31569.302537390187,0.0073691606521606445,836011668.6527786,0.6536628817581206,"65922.86531638411, 63037.70900676633, 52947.511049213725, 45032.72700124647, 44005.8792042403, 12644.165613893003, 19745.23428555449, 16046.183921754806, 3463.0491540034077, 40854.030778004184, 24452.24933156796, 15143.046672973886, 15090.825412603364, -53804.385814416484, 17166.07338523374, 540.6624972881642, 28476.33125248239, -40854.40306064268, 16263.43008969048, 22400.934899082826"
estimate_variance_reduction_method,1000,5,482948.89870732697,0.0073582053184509276,398789547968.08923,9.999770140536006,"694933.5932382842, -512397.0598960975, 412333.203394196, 175602.54292019937, -836825.2353724987, 542050.900893373, 265719.30010029505, 371420.728851334, 21545.058607092014, 318996.76288278296, 223019.82604346017, 415981.13770118356, -281022.9062202405, 569300.4433567311, -708146.162149131, 892680.9435296055, 244934.21720043468, 2227079.6430623033, -165602.2132454609, 208844.2126960211"
